PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
ELE2021-00362,,Electrical Work Related To Elevator Mod Project. Disconnect existing elevator controller. Reconnect new elevator controller. New controller is same size as existing controller. Elevator contractors state permit is attached,3/12/2021,,,Pending at Applicant,350 PONCA PL,BOULDER,CO,80303,1.57704E+11,,Electrical Permit,Electrical Permit,4000,,,,,,,,,,,,,,,,,DEI Electrical,Contractor: Electrical,282
ELE2021-00363,BLD-SFD2021-00109,We are finishing an unfinished area in a basement to become a home gym. This is a total of 285 sqft of new finished space that will have no plumbing or any fixtures. Just finished walls and updated electrical to meet code requirements.,3/12/2021,,,Received,2060 STONYHILL RD,BOULDER,CO,80305,1.57707E+11,,Electrical Permit,Electrical Sub-Permit,3208,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,283
ELE2021-00364,BLD-SFD2021-00110,"ADDITION OF 454 SF ON MAIN LEVEL, 483 SF FINISHED LOWER LEVEL. MAIN LEVEL INCLUDES LIVING SPACE, 3/4 BATH, AND KITCHENETTE FACILITIES. LOWER LEVEL INCLUDES REC ROOM, BEDROOM, AND 1/2 BATH. ADDITIONAL SCOPE INCLUDES NEW  PERGOLA OVER EXISTING REAR DECK, WHICH CREATES AN ADDITIONAL 250 SF OF PORCH COVERAGE. Associated with ADR2020-00255.",3/12/2021,,,Received,950 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Electrical Permit,Electrical Sub-Permit,17200,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,284
ELE2021-00365,BLD-MFD2021-00012,"(Unit B) Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1127 12TH ST,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Sub-Permit,2500,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Electrical,285
MEC2021-00451,BLD-SFD2021-00111,"THE PROPOSED SCOPE OF WORK INCLUDES THE LEVEL 3 ALTERATION AND ADDITION TO THE EXISTING RESIDENCE. THE PROJECT INCLUDES A NEW ENTRY STAIR AND LANDING, ADDITION TO LIVING AREA WITH NEW ROOF LINE, NEW GAS FIREPLACE, SELECTIVE WINDOW REPLACEMENT, AND KITCHEN REMODEL AND OTHER INTERIOR REMODEL.
THE TOTAL AREA OF ADDITION IS APPROX. 147 SF. THE TOTAL AREA OF ALTERATION IS APPROX. 1,077 SF. THE TOTAL AREA OF HIGH-VOLUME SPACE ABOVE 16' AND LESS THAN 26' IS 235 SF.",3/12/2021,,,Received,1745 GILLASPIE DR,BOULDER,CO,80305,1.57717E+11,,Mechanical Permit,Mechanical Sub-Permit,6500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,286
ELE2021-00366,BLD-MFD2021-00013,"Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1045 14TH ST,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Sub-Permit,1000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Mechanical,287
ELE2021-00367,BLD-SFD2021-00111,"THE PROPOSED SCOPE OF WORK INCLUDES THE LEVEL 3 ALTERATION AND ADDITION TO THE EXISTING RESIDENCE. THE PROJECT INCLUDES A NEW ENTRY STAIR AND LANDING, ADDITION TO LIVING AREA WITH NEW ROOF LINE, NEW GAS FIREPLACE, SELECTIVE WINDOW REPLACEMENT, AND KITCHEN REMODEL AND OTHER INTERIOR REMODEL.
THE TOTAL AREA OF ADDITION IS APPROX. 147 SF. THE TOTAL AREA OF ALTERATION IS APPROX. 1,077 SF. THE TOTAL AREA OF HIGH-VOLUME SPACE ABOVE 16' AND LESS THAN 26' IS 235 SF.",3/12/2021,,,Received,1745 GILLASPIE DR,BOULDER,CO,80305,1.57717E+11,,Electrical Permit,Electrical Sub-Permit,8500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,288
ELE2021-00368,BLD-SFD2021-00112,Remodel for a single-family house and addition of a new covered front porch (200 sf). New fixtures and finishes in basement bath (55 sf). New closet in basement office. Upgrade electrical panel. New lighting in basement family room.,3/12/2021,3/19/2021,,Issued,2065 VASSAR DR,BOULDER,CO,80305,1.57707E+11,,Electrical Permit,Electrical Sub-Permit,10500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,289
ELE2021-00369,BLD-SFD2021-00113,"A NEW 2-STORY ADDITION THAT INCLUDES A NEW BEDROOM, NEW 3/4 BATH, NEW WET BAR, NEW UPPER FLOOR LIVING RM W/ GAS FIREPLACE & UPPER-FLOOR COVERED EXTERIOR DECK. ASSOCIATED MECHANICAL, ELECTRICAL, & PLUMBING.",3/12/2021,,,Received,2991 20TH ST,BOULDER,CO,80304,1.46319E+11,,Electrical Permit,Electrical Sub-Permit,25000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Electrical,290
FIR2021-00089,,HOOKUP OF A PRE-INSTALLED CAPTIVEAIRE FIRE SUPPRESSION SYSTEM.,3/12/2021,3/18/2021,,Issued,1275 ALPINE AVE,BOULDER,CO,80304,1.4633E+11,,Fire Permit,Fire Permit,4500,,,,,,,,,,,,,,,,,PYE-BARKER FIRE & SAFETY dba TRI COUNTY FIRE,Contractor: Fire,291
FIR2021-00090,,New wet pipe 13D fire sprinkler system for a single family detached dwelling. See BLD-SFD2020-00111 for general building permit. ODANATA BUILDING 1,3/12/2021,3/17/2021,,Issued,1955 3RD ST 1,BOULDER,CO,80302,1.46125E+11,,Fire Permit,Fire Permit,2996,,,,,,,,,,,,,,,,,"FREEDOM FIRE PROTECTION, LLC",Contractor: Fire,292
FIR2021-00091,,New wet pipe 13D fire sprinkler system for a single family detached dwelling. See BLD-SFD2020-00112 for general building permit.  ODANATA BUILDING 2,3/12/2021,3/17/2021,,Issued,1955 3RD ST 2,BOULDER,CO,80302,1.46125E+11,,Fire Permit,Fire Permit,3191,,,,,,,,,,,,,,,,,"FREEDOM FIRE PROTECTION, LLC",Contractor: Fire,293
FIR2021-00092,,"New wet pipe 13D fire sprinkler system for a ne single family attached dwelling (duplex). Each unit to have 3 bedrooms, 4.5 baths, a finished basement, a rooftop deck, (1) 1-car attached garage, (1) 1-car attached carport, and an elevator to access all levels within the unit. See BLD-SFA2020-00010 for general building permit.  ODONATA BUILDINGS 5&6",3/12/2021,3/17/2021,,Issued,1955 3RD ST 5,BOULDER,CO,80302,1.46125E+11,,Fire Permit,Fire Permit,6250,,,,,,,,,,,,,,,,,"FREEDOM FIRE PROTECTION, LLC",Contractor: Fire,294
MEC2021-00444,BLD-SFD2021-00109,We are finishing an unfinished area in a basement to become a home gym. This is a total of 285 sqft of new finished space that will have no plumbing or any fixtures. Just finished walls and updated electrical to meet code requirements.,3/12/2021,,,Received,2060 STONYHILL RD,BOULDER,CO,80305,1.57707E+11,,Mechanical Permit,Mechanical Sub-Permit,405,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,295
MEC2021-00445,BLD-SFD2021-00110,"ADDITION OF 454 SF ON MAIN LEVEL, 483 SF FINISHED LOWER LEVEL. MAIN LEVEL INCLUDES LIVING SPACE, 3/4 BATH, AND KITCHENETTE FACILITIES. LOWER LEVEL INCLUDES REC ROOM, BEDROOM, AND 1/2 BATH. ADDITIONAL SCOPE INCLUDES NEW  PERGOLA OVER EXISTING REAR DECK, WHICH CREATES AN ADDITIONAL 250 SF OF PORCH COVERAGE. Associated with ADR2020-00255.",3/12/2021,,,Received,950 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Mechanical Permit,Mechanical Sub-Permit,14000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,296
MEC2021-00446,,install a 50 gallon 40K BTU water heater,3/12/2021,3/22/2021,,Issued,2528 PAMPAS CT,BOULDER,CO,80304,1.46318E+11,,Mechanical Permit,Mechanical HVAC/Solar,2199,,,,,,,,,,,,,,,,,BROTHERS PLUMBING & HEATING,Contractor: Plumbing,297
MEC2021-00447,,Replace existing water heater with new 40 gallon 40k BTU with standard electrical reconnect.,3/12/2021,3/16/2021,,Issued,4981 10TH ST,BOULDER,CO,80304,1.46112E+11,,Mechanical Permit,Mechanical HVAC/Solar,2172,,,,,,,,,,,,,,,,,Blue Sky Plumbing & Heating,Contractor: Mechanical,298
MEC2021-00448,,"Replace Boiler with 110,000 btu 96% efficient unit with basic electrical connections",3/12/2021,3/16/2021,,Issued,766 16TH ST,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical HVAC/Solar,9329,,,,,,,,,,,,,,,,,APPLEWOOD PLUMBING HEATING ELE,Contractor: Mechanical,299
MEC2021-00449,BLD-MFD2021-00012,"(Unit B) Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1127 12TH ST,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical Sub-Permit,20000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Mechanical,300
MEC2021-00450,BLD-MFD2021-00013,"Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1045 14TH ST,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical Sub-Permit,20000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Mechanical,301
MEC2021-00452,BLD-SFD2021-00112,Remodel for a single-family house and addition of a new covered front porch (200 sf). New fixtures and finishes in basement bath (55 sf). New closet in basement office. Upgrade electrical panel. New lighting in basement family room.,3/12/2021,3/19/2021,,Issued,2065 VASSAR DR,BOULDER,CO,80305,1.57707E+11,,Mechanical Permit,Mechanical Sub-Permit,900,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,302
MEC2021-00453,BLD-SFD2021-00113,"A NEW 2-STORY ADDITION THAT INCLUDES A NEW BEDROOM, NEW 3/4 BATH, NEW WET BAR, NEW UPPER FLOOR LIVING RM W/ GAS FIREPLACE & UPPER-FLOOR COVERED EXTERIOR DECK. ASSOCIATED MECHANICAL, ELECTRICAL, & PLUMBING.",3/12/2021,,,Received,2991 20TH ST,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical Sub-Permit,5500,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Mechanical,303
PLB2021-00142,BLD-SFD2021-00110,"ADDITION OF 454 SF ON MAIN LEVEL, 483 SF FINISHED LOWER LEVEL. MAIN LEVEL INCLUDES LIVING SPACE, 3/4 BATH, AND KITCHENETTE FACILITIES. LOWER LEVEL INCLUDES REC ROOM, BEDROOM, AND 1/2 BATH. ADDITIONAL SCOPE INCLUDES NEW  PERGOLA OVER EXISTING REAR DECK, WHICH CREATES AN ADDITIONAL 250 SF OF PORCH COVERAGE. Associated with ADR2020-00255.",3/12/2021,,,Received,950 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Plumbing Permit,Plumbing Sub-Permit,13400,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,304
PLB2021-00143,BLD-MFD2021-00012,"(Unit B) Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1127 12TH ST,BOULDER,CO,80302,1.46331E+11,,Plumbing Permit,Plumbing Sub-Permit,900,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Plumbing,305
PLB2021-00144,BLD-MFD2021-00013,"Remediation work due to frozen plumbing lines in unit. Scope includes replacing wet or damaged electrical, replacement of drywall and insulation throughout the basement, replacement of mechanical heater and furnace, repair of water suppression system, and bathroom repair work.",3/12/2021,3/23/2021,,Issued,1045 14TH ST,BOULDER,CO,80302,1.46331E+11,,Plumbing Permit,Plumbing Sub-Permit,1000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Plumbing,306
PLB2021-00145,BLD-SFD2021-00111,"THE PROPOSED SCOPE OF WORK INCLUDES THE LEVEL 3 ALTERATION AND ADDITION TO THE EXISTING RESIDENCE. THE PROJECT INCLUDES A NEW ENTRY STAIR AND LANDING, ADDITION TO LIVING AREA WITH NEW ROOF LINE, NEW GAS FIREPLACE, SELECTIVE WINDOW REPLACEMENT, AND KITCHEN REMODEL AND OTHER INTERIOR REMODEL.
THE TOTAL AREA OF ADDITION IS APPROX. 147 SF. THE TOTAL AREA OF ALTERATION IS APPROX. 1,077 SF. THE TOTAL AREA OF HIGH-VOLUME SPACE ABOVE 16' AND LESS THAN 26' IS 235 SF.",3/12/2021,,,Received,1745 GILLASPIE DR,BOULDER,CO,80305,1.57717E+11,,Plumbing Permit,Plumbing Sub-Permit,3000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,307
PLB2021-00146,BLD-SFD2021-00112,Remodel for a single-family house and addition of a new covered front porch (200 sf). New fixtures and finishes in basement bath (55 sf). New closet in basement office. Upgrade electrical panel. New lighting in basement family room.,3/12/2021,3/19/2021,,Issued,2065 VASSAR DR,BOULDER,CO,80305,1.57707E+11,,Plumbing Permit,Plumbing Sub-Permit,4750,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,308
PLB2021-00147,BLD-SFD2021-00113,"A NEW 2-STORY ADDITION THAT INCLUDES A NEW BEDROOM, NEW 3/4 BATH, NEW WET BAR, NEW UPPER FLOOR LIVING RM W/ GAS FIREPLACE & UPPER-FLOOR COVERED EXTERIOR DECK. ASSOCIATED MECHANICAL, ELECTRICAL, & PLUMBING.",3/12/2021,,,Received,2991 20TH ST,BOULDER,CO,80304,1.46319E+11,,Plumbing Permit,Plumbing Sub-Permit,12000,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Plumbing,309
ROW2021-00250,,"1'' water tap/service, Each duplex served by a 4"" sewer service connected to new 8"" sanitary main extension, 3/4'' irrigation tap/service, Combination domestic water/fire service 1'' each. Alley concrete, street asphalt/flowfill, sidewalk/curb/drivepan, sewer main extension, storm tie-in, MH's. ***Precon required: see conditions on placard for inspector contact info once issued***",3/12/2021,3/12/2021,,Issued,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,45000,,,,,,,,,,,,,,,,,COAL CREEK EXCAVATION INC,Contractor: Right-of-Way,310
ROW2021-00251,,"Install new underground electric distribution, #105846061",3/12/2021,,,Payment Pending,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,500,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,311
ROW2021-00252,,"Install gas service, street cut, potholes, WO#105743857 (see conditions about project coordination)",3/12/2021,3/19/2021,,Issued,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,950,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,312
ROW2021-00253,,"Traffic control setup for MH access only, sewer repair via liner. (Camera required for inspection requests). Urgent out-of-service.",3/12/2021,3/15/2021,,Issued,5397 S BOULDER RD,BOULDER,CO,80303,1.57704E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,"AFFORDABLE SERVICES CORP,",Contractor: Right-of-Way,313
UTL2021-00261,,"1'' water tap/service, Each duplex served by a 4"" sewer service connected to new 8"" sanitary main extension, 3/4'' irrigation tap/service, Combination domestic water/fire service 1'' each. Alley concrete, street asphalt/flowfill, sidewalk/curb/drivepan, sewer main extension, storm tie-in, MH's. ***Precon required: see conditions on placard for inspector contact info once issued***",3/12/2021,3/12/2021,,Issued,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,COAL CREEK EXCAVATION INC,Contractor: Right-of-Way,314
UTL2021-00262,,"Install new underground electric distribution, #105846061",3/12/2021,,,Payment Pending,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,315
UTL2021-00263,,"Install gas service, street cut, potholes, WO#105743857 (see conditions about project coordination)",3/12/2021,3/19/2021,,Issued,940 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,316
UTL2021-00264,,"Traffic control setup for MH access only, sewer repair via liner. (Camera required for inspection requests). Urgent out-of-service.",3/12/2021,3/15/2021,,Issued,5397 S BOULDER RD,BOULDER,CO,80303,1.57704E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,"AFFORDABLE SERVICES CORP,",Contractor: Right-of-Way,317
BLD-SFD2021-00108,,Kitchen remodel of 289 sf. for a single family detached dwelling. Includes structural work to remove center post and replace with new beam to open up floor plan.,3/11/2021,3/23/2021,,Issued,1163 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Building Permit - Single Family Detached Dwelling,Remodel,180000,,,,,,,,289,,,,,,,,,Modern Homestead LLC,Contractor: General,318
ELE2021-00360,,AC Unit wiring,3/11/2021,3/16/2021,,Issued,3328 HICKOK PL,BOULDER,CO,80301,1.4632E+11,,Electrical Permit,Electrical Permit,800,,,,,,,,,,,,,,,,,NS ELECTRIC INC,Contractor: Electrical,319
ELE2021-00361,BLD-SFD2021-00108,Kitchen remodel of 289 sf. for a single family detached dwelling. Includes structural work to remove center post and replace with new beam to open up floor plan.,3/11/2021,3/23/2021,,Issued,1163 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Electrical Permit,Electrical Sub-Permit,5000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,320
FIR2021-00085,,"Additions / alterations to existing wet pipe sprinkler system to accommodate a TI for a new restaurant. See BLD-NRE2020-00174 for general building permit. See FIR2021-00080 for fire alarm permit. WILD PASTURES BURGER CO
Add & relocate 21 heads.",3/11/2021,,,Payment Pending,2805 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Fire Permit,Fire Permit,3500,,,,,,,,,,,,,,,,,WESTERN STATES FIRE PROTECTION,Contractor: Fire,321
FIR2021-00086,,Relocating Lines for New Skylights and Adding heads for New Elevator Shaft. See BLD-NRE2019-00198 for general building permit.,3/11/2021,3/12/2021,,Issued,1048 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Fire Permit,Fire Permit,7286,,,,,,,,,,,,,,,,,"ARAPAHOE FIRE PROTECTION, LLC",Contractor: Fire,322
FIR2021-00087,,"Install 1 new relay module at the elevator equipment to upgrade elevator cab light ""fire hat"".",3/11/2021,3/16/2021,,Issued,350 PONCA PL,BOULDER,CO,80303,1.57704E+11,,Fire Permit,Fire Permit,3500,,,,,,,,,,,,,,,,,"ARAPAHOE FIRE PROTECTION, LLC",Contractor: Fire,323
FIR2021-00088,,New Dry Pipe Fire Sprinkler System Per NFPA 13 2019 For The Western Industrial Transfer Building See BLD-NRE2020-00186 for general building permit. See FIR2021-00011 for fire alarm permit. WESTERN DISPOSAL TRANSFER STATION,3/11/2021,3/19/2021,,Issued,2051 63RD ST,BOULDER,CO,80301,1.46327E+11,,Fire Permit,Fire Permit,93040,,,,,,,,,,,,,,,,,"FREEDOM FIRE PROTECTION, LLC",Contractor: Fire,324
MEC2021-00437,,Replacement of AC,3/11/2021,3/18/2021,,Issued,3280 47TH ST 206B,BOULDER,CO,80301,1.46321E+11,,Mechanical Permit,Mechanical HVAC/Solar,3820,,,,,,,,,,,,,,,,,MEYERS HEATING AND A/C,Contractor: Mechanical,325
MEC2021-00438,,install replacement 75 Gallon water heater,3/11/2021,3/16/2021,,Issued,605 11TH ST,BOULDER,CO,80302,1.57901E+11,,Mechanical Permit,Mechanical HVAC/Solar,5940.8,,,,,,,,,,,,,,,,,PRECISION PLUMBING & HEATING,Contractor: Mechanical,326
MEC2021-00439,,Install 3 head mini-split,3/11/2021,,,Pending at Applicant,1634 17TH ST 14,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical HVAC/Solar,15938,,,,,,,,,,,,,,,,,KJ THOMAS CONSTRUCTION LLC,Contractor: Mechanical,327
MEC2021-00440,,Install new mini-split,3/11/2021,,,Pending at Applicant,4877 HOPKINS PL,BOULDER,CO,80301,1.46321E+11,,Mechanical Permit,Mechanical HVAC/Solar,11085,,,,,,,,,,,,,,,,,KJ THOMAS CONSTRUCTION LLC,Contractor: Mechanical,328
MEC2021-00441,,Installation of Montigo P52 gas fireplace,3/11/2021,3/17/2021,,Issued,5448 ILLINI  WAY,BOULDER,CO,80303,1.57704E+11,,Mechanical Permit,Mechanical HVAC/Solar,5000,,,,,,,,,,,,,,,,,"Colorado Comfort Products,Inc",Contractor: Mechanical,329
MEC2021-00442,,Water heater replacement,3/11/2021,,,Payment Pending,101 ARAPAHOE AVE,BOULDER,CO,80302,1.46136E+11,,Mechanical Permit,Mechanical HVAC/Solar,1000,,,,,,,,,,,,,,,,,"PLANET PLUMBING, INC",Contractor: Mechanical,330
MEC2021-00443,BLD-SFD2021-00108,Kitchen remodel of 289 sf. for a single family detached dwelling. Includes structural work to remove center post and replace with new beam to open up floor plan.,3/11/2021,3/23/2021,,Issued,1163 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Mechanical Permit,Mechanical Sub-Permit,3000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,331
PLB2021-00140,,Replace boiler,3/11/2021,,3/15/2021,Void,2740 5TH ST,BOULDER,CO,80304,1.46125E+11,,Plumbing Permit,Plumbing Permit,4500,,,,,,,,,,,,,,,,,TONY V PLUMBING & HEATING INC,Contractor: Plumbing,332
PLB2021-00141,BLD-SFD2021-00108,Kitchen remodel of 289 sf. for a single family detached dwelling. Includes structural work to remove center post and replace with new beam to open up floor plan.,3/11/2021,3/23/2021,,Issued,1163 QUINCE AVE,BOULDER,CO,80304,1.46113E+11,,Plumbing Permit,Plumbing Sub-Permit,5000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,333
RFG2021-00074,,"*Total tear-off & reroof of SFD, 18 squares of dimensional shingles on a pitch represented as 8/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.
Remove 18 Squares of 3 tab shingles and replace with GAF Timberline HDZ Shingles. Roof also has 50SF of flat roofing material that will be replaced with EPDM",3/11/2021,3/18/2021,,Issued,2004 GOSS ST,BOULDER,CO,80302,1.46331E+11,,Roofing Replacement Permit,Roofing Replacement Permit,5347.5,,,,,,,,,,,,,,,,,Reliable Roofing and Restoration Inc,Contractor: Roofing,334
ROW2021-00249,,"Gas Main Relocation - WO#104621994-sitewise, bore pits, pothole all existing utility crossings/flowfill*, 460' bore/trench, sidewalk R&R, asphalt restoration ",3/11/2021,3/12/2021,,Issued,3101 SPRUCE ST,BOULDER,CO,,1.46329E+11,,Right-of-Way Permit,Right-of-Way Permit,10000,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,335
SGN2021-00025,,Exterior Blade sign.,3/11/2021,,,Revisions - Resubmit,901 PEARL ST,BOULDER,CO,80302,1.46125E+11,,Sign Permit,Sign Permit,4500,,,,,,,,,,,,,,,,,SIGNDEALZ CORP,Contractor: Sign,336
UTL2021-00259,,"Gas Main Relocation - WO#104621994-sitewise, bore pits, pothole all existing utility crossings/flowfill*, 460' bore/trench, sidewalk R&R, asphalt restoration ",3/11/2021,3/12/2021,,Issued,3101 SPRUCE ST,BOULDER,CO,,1.46329E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,337
UTL2021-00260,,In-property water line repair from house to outside of meter pit.,3/11/2021,3/12/2021,3/12/2021,Letter of Completion,846 16TH ST,BOULDER,CO,80302,1.46331E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,338
BLD-ACC2021-00029,,Removal of old garden shed and replacement with new garden shed. Approximately 168 sq ft. Shed will be unconditioned with no power.  Associated with floodplain development permit FLD2021-00018.,3/10/2021,,,Pending at Applicant,2816 CORDRY CT,BOULDER,CO,80303,1.46332E+11,,Building Permit - Accessory,New,8196.72,,,,,,,168,,,,,,,,,,ERIN SWANEY,Owner/Contractor,339
BLD-NRE2021-00032,,"Interior remodel of the fourth floor of the Park central Building. Scope includes removal of approximately 300 linear feet of non-load bearing partition walls from northern half of 4th floor. Existing ceiling grid, light fixtures, and HVAC to remain in place.",3/10/2021,,,Pending at Applicant,1739 BROADWAY,BOULDER,CO,80302,1.46331E+11,,Building Permit - Non-Residential,Remodel,30000,,,,,,,,300,,,,,,,,,"WHITESTONE CONSTRUCTION SERVICES, INC.",Contractor: General,340
BLD-NRE2021-00033,,Interior alterations from coffee shop to retail/personal service 818 sf,3/10/2021,,,Pending at Applicant,2810 E COLLEGE AVE,BOULDER,CO,80303,1.46332E+11,,Building Permit - Non-Residential,Remodel,90000,,,,,,,,818,,,,,,,,,"Altitude Construction Services, Inc.",Contractor: General,341
BLD-NRE2021-00034,,"Tenant remodel and expansion of 1,352 sf., single story, V-B bank branch for a total of 5,742 sf upon completion.  Electrical work will include an upgraded in panels along with a new lighting control panel using both new and existing wiring. New lighting fixtures in the expansion area, teller soffit and restrooms will be installed while the existing light fixtures will be relocated in the existing branch. A combined meter for gas services for the HVAC system will be replacing the two existing meters. Duct work will be a mix of new and reusing the existing with new VAVs and duct heaters. Plumbing scope will be limited to replacing fixtures in existing locations in break room and three, single use, restrooms.",3/10/2021,,,Pending at Applicant,2835 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Building Permit - Non-Residential,Remodel,460450,,,,,,,,5742,,,,,,,,,HAYS CONSTRUCTION CO INC,Contractor: General,342
BLD-SFD2021-00103,,"140 sf kitchen and 1/2 bath remodel, with addition of a window. Includes relocation of electrical and plumbing fixtures, new furnace, new water heater. Associated with ENF2021-00102",3/10/2021,,,Pending at Applicant,4138 AUTUMN CT,BOULDER,CO,80304,1.46317E+11,,Building Permit - Single Family Detached Dwelling,Remodel,25000,,,,,,,,140,,,,,,,,,"APEX BUILDERS, INC",Contractor: General,343
